source,dst,type,pattern,sysdef
http://developer.symbian.org/oss/FCL/sftools/fbf/utilities/,/utilities,branch,default,
http://developer.symbian.org/oss/FCL/sf/adapt/beagleboard/,/sf/adapt/beagleboard,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/adapt/qemu/,/sf/adapt/qemu,branch,GCC_SURGE,modified-FCL
http://developer.symbian.org/oss/FCL/sf/adapt/stubs/,/sf/adapt/stubs,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/browserui/,/sf/app/browserui,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/camera/,/sf/app/camera,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/commonemail/,/sf/app/commonemail,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/conntools/,/sf/app/conntools,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/contacts/,/sf/app/contacts,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/contentcontrol/,/sf/app/contentcontrol,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/devicecontrol/,/sf/app/devicecontrol,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/files/,/sf/app/files,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/firsttimeuse/,/sf/app/firsttimeuse,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/helps/,/sf/app/helps,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/homescreen/,/sf/app/homescreen,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/homescreentools/,/sf/app/homescreentools,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/jrt/,/sf/app/jrt,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/internetradio/,/sf/app/internetradio,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/location/,/sf/app/location,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/messaging/,/sf/app/messaging,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/mmsharinguis/,/sf/app/mmsharinguis,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/musicplayer/,/sf/app/musicplayer,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/organizer/,/sf/app/organizer,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/phone/,/sf/app/phone,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/photos/,/sf/app/photos,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/podcatcher/,/sf/app/podcatcher,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/printing/,/sf/app/printing,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/radio/,/sf/app/radio,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/recents/,/sf/app/recents,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/rndtools/,/sf/app/rndtools,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/settingsuis/,/sf/app/settingsuis,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/search/,/sf/app/search,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/techview/,/sf/app/techview,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/videoplayer/,/sf/app/videoplayer,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/videotelephony/,/sf/app/videotelephony,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/webuis/,/sf/app/webuis,branch,GCC_SURGE,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/mw/accesssec/,/sf/mw/accesssec,branch,GCC_SURGE,layers.sysdef.xml
